Time	R2M3WFSIMES	R2M3WFSQMES	R2M3WFSGMES	R2M3WFSPMES	R2M3WFSIASK	R2M3WFSQASK	R2M3WFSGASK	R2M3WFSPASK	R2M3WFSCRFP	R2M3WFSCRFPP	R2M3WFSCRRP	R2M3WFSCRRPP	R2M3WFSGLDE	R2M3WFSPLDE	R2M3WFSDETA2	R2M3WFSCFQE2	R2M3WFSDFQES
-102.4	-3523	-22285	15.4986	-98.9703	-1922	-4559	1.50421	-111.879	1.35968	56.2006	1.02205	-25.8179	8.86446e-05	0.00549316	-4.33411	-2.26911	-0.00325963
-102.2	-3516	-22290	15.4994	-98.9648	-1638	-4480	1.41449	-109.808	1.24548	64.1766	1.08908	-36.3538	4.43223e-05	0.0164795	-2.14783	-1.12287	-0.00325963
-102	-3522	-22290	15.4998	-98.9868	-1142	-3926	1.21704	-100.316	1.24148	56.1621	1.09395	-28.4326	0.000221612	-0.00549316	-1.14807	-0.600004	-0.00325963
-101.8	-3513	-22287	15.5039	-98.9539	-1294	-4028	1.39038	-115.455	1.21074	60.0842	1.11947	-31.7175	-4.43223e-05	-0.0164795	-0.466919	-0.243994	-0.00325963
-101.6	-3514	-22282	15.4962	-98.9594	-1902	-4735	1.47064	-110.506	1.25613	63.858	1.09297	-35.744	0	0.00549316	1.15906	0.605748	-0.00325963
-101.4	-3503	-22295	15.5023	-98.9594	-1457	-4214	1.37421	-112.324	1.30654	65.5444	1.04699	-36.9305	0	0	1.86218	0.973426	0
-101.2	-3531	-22282	15.5011	-99.0198	-1372	-3973	1.11481	-99.5911	1.20189	63.3087	1.12941	-35.3101	0.000487545	-0.0219727	0.86792	0.453566	0
-101	-3526	-22280	15.4986	-98.9813	-1318	-4591	1.37115	-107.963	1.19305	69.472	1.14336	-40.7098	0.000177289	0.0219727	1.87866	0.982046	0
-100.8	-3526	-22278	15.4937	-99.0253	-305	-4266	1.29028	-90.5109	1.27394	67.4451	1.08732	-39.2981	0.000531868	0.0604248	3.5376	1.85092	0
-100.6	-3531	-22278	15.4978	-98.9978	-970	-4355	1.33575	-102.574	1.29859	61.3696	1.05303	-33.1293	0.000310256	0.032959	4.21875	2.2085	0
-100.4	-3526	-22277	15.4945	-99.0033	-622	-3905	1.33606	-98.1354	1.30188	60.7599	1.07485	-32.0581	0.000354578	0.0219727	5.85022	3.0677	0
-100.2	-3524	-22275	15.4958	-98.9868	-600	-4727	1.37329	-101.343	1.23727	68.1317	1.10973	-41.3965	0.000221612	0.0549316	6.15784	3.23022	0
